web-scraper-order,typ,href,wein_name_raw,jahrgang_raw,genussreife_raw,land_raw,region_raw,produzent_raw,rebsorte_raw,alkohol_raw,inhalt_raw,preis_chf_raw
1671138095-4191,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/amarone-della-valpolicella-classico-docg-zeni/p/1014139007,Amarone della Valpolicella Classico DOCG Zeni,2019,2023-2026,Italien,Venetien,Cantina Zeni,Molinara,15.00%,150cl,47.5
1671138098-4192,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/amarone-della-valpolicella-classico-doc-campolongo-di-torbe-masi/p/1013755004,Amarone della Valpolicella Classico DOC Campolongo di Torbe Masi,2012,2023-2035,Italien,Venetien,Masi,Molinara,16.00%,75cl,129
1671138101-4193,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/amarone-della-valpolicella-bosan-cesari-doc/p/1000023011,Amarone della Valpolicella Bosan Cesari DOC,2013,2021-2022,Italien,Venetien,Gerardo Cesari,Molinara,15.50%,75cl,49.95
1671138104-4194,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/amanet-vranac-winery-aleksic/p/1017744002,Amanet Vranac Winery Aleksic,2019,2022-2026,null,null,null,null,15.00%,75cl,14.6
1671138106-4195,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/amancaya-gran-reserva-bodegas-caro-mendoza/p/1011309006,Amancaya Gran Reserva Bodegas Caro Mendoza,2017,2022-2023,Argentinien,Mendoza,Domaines Barons de Rothschild,Cabernet Sauvignon,14.00%,75cl,19.95
1671138108-4196,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/alvaro-malbec-reserva-mendoza/p/1015513005,Alvaro Malbec Reserva Mendoza,2021,2020-2023,Argentinien,Mendoza,,Malbec,14.50%,75cl,16.5
1671138112-4197,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/alvaro-malbec-reserva-mendoza/p/1015513003,Alvaro Malbec Reserva Mendoza,2019,2022-2024,Argentinien,Mendoza,,Malbec,14.50%,75cl,16.5
1671138115-4198,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/spanien-portugal/alta-sierra-monastrell-espaa/p/3170382,Alta Sierra Monastrell España,null,null,Spanien,Murcia,Monastrell,null,12.50%,100cl,2.95
1671138117-4199,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aloxe-corton-aoc-ravaut/p/3173005007,Aloxe-Corton AOC Ravaut,2018,2022-2028,Frankreich,null,Domaine Gaston et Pierre Ravaut,Pinot Noir,13.50%,75cl,32.5
1671138119-4200,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/almaviva-baron-philippe-de-rothschild-et-vina-concha-y-toro/p/7095735001,Almaviva Baron Philippe de Rothschild et Vina Concha y Toro,2020,2024-2034,Chile,null,Concha y Toro,Cabernet Franc,14.00%,75cl,145.5
1671138122-4201,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/al-limite-chianti-classico-docg/p/1018559001,Al Limite Chianti Classico DOCG,2019,2022-2033,Italien,Toskana,San Leonino,Sangiovese,14.00%,75cl,14.95
1671138124-4202,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/algarve-cva-tato-quinta-dos-sentidos/p/1018016001,Algarve CVA Tato Quinta dos Sentidos,2018,2022-2030,Portugal,Alentejo,Quinta dos Sentidos,Touriga Nacional,14.50%,75cl,33
1671138127-4203,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/alentejo-doc-tres-anforas-howard-s-folly/p/1017183002,Alentejo DOC Três Ânforas Howard's Folly,2020,2022-2025,Portugal,Alentejo,Howard's Folly,null,13.00%,75cl,19.95
1671138129-4204,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/alentejo-doc-tres-anforas-howard-s-folly/p/1017183001,Alentejo DOC Três Ânforas Howard's Folly,2019,2021-2024,Portugal,Alentejo,Howard's Folly,null,13.00%,75cl,19.95
1671138132-4205,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/alentejo-doc-reserva-herdade-do-peso/p/1013224006,Alentejo DOC Reserva Herdade do Peso,2018,2019-2024,Portugal,Alentejo,Herdade do Peso,Touriga Nacional,14.00%,75cl,24.5
1671138134-4206,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/alentejo-doc-quinta-da-vicosa-joao-portugal-ramos/p/1014792005,Alentejo DOC Quinta da Vicosa João Portugal Ramos,2019,null,Portugal,Alentejo,João Portugal Ramos,"Touriga Nacional, 
                                Merlot",14.50%,75cl,24.95
1671138137-4207,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/alentejo-doc-herdade-do-peso-colheita-tinto/p/1015002003,Alentejo DOC Herdade do Peso Colheita Tinto,2018,2022-2025,Portugal,Alentejo,Herdade do Peso,null,14.00%,75cl,14.95
1671138139-4208,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/alentejo-cvra-cuvee-quinta-do-zambujeiro/p/1017934001,Alentejo CVRA Cuvée Quinta do Zambujeiro,2018,2022-2030,Portugal,Alentejo,Quinta do Zambujeiro,Cabernet Sauvignon,14.50%,75cl,21.5
1671138142-4209,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aigle-rouge-trois-tours/p/1014616004,Aigle Rouge Trois Tours,2020,2022-2024,Schweiz,Waadt,Les Celliers du Chablais,Pinot Noir,13.00%,75cl,16.95
1671138146-4210,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aigle-noir-g-bertrand-pays-d-oc-igp/p/1009084013,Aigle Noir G. Bertrand Pays d'Oc IGP,2020,2023-2024,Frankreich,null,Pinot Noir,null,13.00%,75cl,13.5
1671138149-4211,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aglianico-del-vulture-doc-piano-del-cerro/p/1013215008,Aglianico del Vulture DOC Piano del Cerro,2019,2022-2026,Italien,Basilikata,Piano del Cerro,Aglianico,14.00%,75cl,17.95
1671138151-4212,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aglianico-del-taburno-doc-riserva/p/1018652001,Aglianico del Taburno DOC Riserva,2012,2022-2027,Italien,Kampanien,La Fortezza,Aglianico,14.00%,75cl,27.5
1671138153-4213,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aglianico-del-taburno-docg/p/1018650001,Aglianico del Taburno DOCG,2018,2022-2027,Italien,Kampanien,La Fortezza,Aglianico,13.50%,75cl,18.5
1671138156-4214,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aglianico-beneventano-igt/p/1018561001,Aglianico Beneventano IGT,2020,2022-2023,Italien,Kampanien,Vinosia,Aglianico,13.00%,75cl,12.5
1671138158-4215,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/acrux-colchagua-valley-via-sutil/p/1001264016,Acrux Colchagua Valley Viña Sutil,2019,2023-2026,Chile,null,Viña Sutil,Cabernet Sauvignon,14.00%,75cl,19.5
1671138161-4216,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/abruzzo-doc-montepulciano-prope-velenosi-vini/p/1017999001,Abruzzo DOC Montepulciano Prope Velenosi Vini,2019,2022-2025,Italien,Abruzzen,Velenosi Vini,Montepulciano,14.00%,75cl,13.5
1671138164-4217,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/abruzzen-montepulciano-d-abruzzo-doc-jorio-umani-ronchi/p/1018195001,Abruzzen Montepulciano d'Abruzzo DOC Jorio Umani Ronchi,2019,2019-2024,Italien,Abruzzen,Montepulciano,null,13.50%,75cl,14.5
1671138167-4218,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aargau-aoc-schinznacher-blauburgunder-auslese-pfauenauge/p/1011984006,Aargau AOC Schinznacher Blauburgunder Auslese Pfauenauge,2019,2022-2023,Schweiz,Basel/Aargau,Weinbaugenossenschaft Schinznach-Dorf,Pinot Noir,14.20%,75cl,13.5
1671138169-4219,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aargau-aoc-pinot-noir-nice-to-meet-you/p/1011985007,Aargau AOC Pinot Noir nice to meet you,2020,2022-2025,Schweiz,Basel/Aargau,Weinbaugenossenschaft Döttingen,Pinot Noir,14.50%,75cl,15.95
1671138172-4220,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aargau-aoc-pinot-noir-fortuna-herrenberg-weinstern-wettingen/p/1016005001,Aargau AOC Pinot Noir Fortuna Herrenberg Weinstern Wettingen,2019,2022-2025,Schweiz,Basel/Aargau,Weinstern Wettingen,Pinot Noir,13.00%,75cl,16.5
1671138174-4221,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aargau-aoc-pinot-noir-besserstein/p/1011986006,Aargau AOC Pinot Noir Besserstein,2020,2024-2027,Schweiz,Basel/Aargau,null,Pinot Noir,13.00%,75cl,16.95
1671138177-4222,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aargau-aoc-pinot-noir-besserstein/p/1011986004,Aargau AOC Pinot Noir Besserstein,2018,2022-2025,Schweiz,Basel/Aargau,null,Pinot Noir,13.00%,75cl,16.95
1671138180-4223,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aargau-aoc-cuvee-finesse-wiler-trotte/p/1014160006,Aargau AOC Cuvée Finesse Wiler Trotte,2020,2023-2024,Schweiz,Basel/Aargau,null,"Regent, Garanoir, Cabernet Dorsa",13.00%,50cl,13.5
1671138182-4224,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aargau-aoc-blauburgunder-rohrdorfer/p/1014178005,Aargau AOC Blauburgunder Rohrdorfer,2020,2022-2025,Schweiz,Basel/Aargau,null,Pinot Noir,13.50%,75cl,15
1671138185-4225,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aargau-aoc-blauburgunder-falkenkoenig-weinkeller-zum-stauffacher/p/1012380008,Aargau AOC Blauburgunder Falkenkönig Weinkeller zum Stauffacher,2020,2022-2025,Schweiz,Basel/Aargau,null,Pinot Noir,13.00%,75cl,9.95
1671138189-4226,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/aargau-aoc-assemblage-rot-vindonissa-wy-ruber-weinbau-hartmann/p/1017498004,Aargau AOC Assemblage Rot Vindonissa-Wy Ruber Weinbau Hartmann,2020,,Schweiz,Basel/Aargau,null,"Pinot Noir, Garanoir",13.00%,75cl,18.95
1671138191-4227,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/19-crimes-the-uprising-south-eastern-australia/p/1017075001,19 Crimes The Uprising South Eastern Australia,2020,2022-2028,Australien,null,null,"Cabernet Sauvignon, Petite Syrah, 
                                Merlot",14.00%,75cl,13.95
1671138194-4228,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/19-crimes-the-deported-red-red-blend-coffee-south-eastern-australia/p/6875616,19 Crimes The Deported Red Red blend Coffee South Eastern Australia,null,2022-2025,Australien,null,null,Cabernet Sauvignon,13.00%,75cl,13.95
1671138197-4229,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/19-crimes-the-banished-dark-red-south-eastern-australia/p/1014350005,19 Crimes The Banished Dark Red South Eastern Australia,2020,2022-2025,Australien,null,null,Grenache,13.50%,75cl,14.5
1671138199-4230,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/19-crimes-red-wine-south-australia/p/1014349005,19 Crimes Red Wine South Australia,2020,2022-2024,Australien,null,null,Cabernet Sauvignon,13.50%,75cl,9.95
1671138202-4231,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/19-crimes-chard-chardonnay/p/1015853003,19 Crimes Chard Chardonnay,2021,2023-2026,Australien,Chardonnay,null,null,13.50%,75cl,9.5
1671138265-4232,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-primus-b-pinot-noir/p/1009220012,Basel-Landschaft AOC Primus B Pinot Noir,2021,2023-2024,Schweiz,Basel/Aargau,Buess Weinbau,Pinot Noir,13.00%,70cl,11.5
1671138268-4233,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-primus-b-pinot-noir/p/1009220010,Basel-Landschaft AOC Primus B Pinot Noir,2019,2022-2025,Schweiz,Basel/Aargau,Buess Weinbau,Pinot Noir,13.00%,70cl,11.5
1671138271-4234,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-pinot-noir-barrique-classic-klushof/p/1000115012,Basel-Landschaft AOC Pinot Noir Barrique Classic Klushof,2018,2023-2025,Schweiz,Basel/Aargau,Klushof,Pinot Noir,14.30%,75cl,22
1671138273-4235,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-maispracher-sunneburg/p/1011782007,Basel-Landschaft AOC Maispracher Sunneburg,2020,2023-2025,Schweiz,Basel/Aargau,Buess Weinbau,Pinot Noir,13.50%,70cl,15.5
1671138276-4236,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-maispracher-pinot-noir/p/1016104005,Basel-Landschaft AOC Maispracher Pinot Noir,null,2022-2025,Schweiz,Basel/Aargau,null,Pinot Noir,13.50%,75cl,12.95
1671138279-4237,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-maispracher-auslese-buess-weinbau/p/1000502010,Basel-Landschaft AOC Maispracher Auslese Buess Weinbau,2019,null,Schweiz,Basel/Aargau,null,Pinot Noir,13.80%,70cl,18.95
1671138282-4238,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-klushof-schalberger-pinot-noir/p/1000794014,Basel-Landschaft AOC Klushof Schalberger Pinot Noir,2021,2022-2025,Schweiz,Basel/Aargau,Klushof,Pinot Noir,12.80%,75cl,13.95
1671138285-4239,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-klushof-schalberger-pinot-noir/p/1000794011,Basel-Landschaft AOC Klushof Schalberger Pinot Noir,2018,2022-2023,Schweiz,Basel/Aargau,Klushof,Pinot Noir,12.80%,75cl,13.95
1671138287-4240,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-kluser-burgeweg-pinot-noir/p/1011785008,Basel-Landschaft AOC Kluser Burgeweg Pinot Noir,2020,2023-2024,Schweiz,Basel/Aargau,null,Pinot Noir,12.80%,75cl,14.5
1671138290-4241,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/basel-landschaft-aoc-benkemer-pinot-noir/p/1011783006,Basel-Landschaft AOC Benkemer Pinot Noir,2019,2023-2024,Schweiz,Basel/Aargau,null,Pinot Noir,13.00%,75cl,14.5
1671138292-4242,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barossa-valley-shiraz-loechel-powell-son/p/1015185001,Barossa Valley Shiraz Loechel Powell & Son,2016,2022-2026,Australien,Syrah,Robert Parker: 96,null,14.00%,75cl,99
1671138295-4243,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barons-de-rothschild-reserve-speciale-bordeaux-aoc/p/1001861013,Barons de Rothschild Réserve Spéciale Bordeaux AOC,2018,null,Frankreich,null,,"Cabernet Franc,               Cabernet Sauvignon,                       Merlot",12.00%,37.5cl,6.95
1671138297-4244,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-paesi-tuoi-docg/p/1001675015,Barolo Paesi Tuoi DOCG,2016,2022-2025,Italien,Piemont,Terre da Vino,Nebbiolo,14.00%,75cl,24.95
1671138299-4245,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-tenuta-cappallotto-sori-paradiso/p/1000057018,Barolo DOCG Tenuta Cappallotto Sori Paradiso,2017,2022-2024,Italien,Piemont,Tenuta Cappallotto,Nebbiolo,14.00%,75cl,29.95
1671138301-4246,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-tenuta-cappallotto/p/1000062018,Barolo DOCG Tenuta Cappallotto,2018,2023-2028,Italien,Piemont,Tenuta Cappallotto,Nebbiolo,14.00%,75cl,13.95
1671138304-4247,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-rocche-dei-manzoni/p/1011348010,Barolo DOCG Rocche dei Manzoni,2018,2024-2029,Italien,Piemont,Rocche dei Manzoni,Nebbiolo,13.50%,75cl,42.5
1671138307-4248,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-rocche-dei-manzoni/p/1011348009,Barolo DOCG Rocche dei Manzoni,2017,2023-2028,Italien,Piemont,Rocche dei Manzoni,Nebbiolo,13.50%,75cl,42.5
1671138310-4249,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-quasso/p/1000061018,Barolo DOCG Quasso,2018,2023-2026,Italien,Piemont,Coop,Nebbiolo,14.00%,75cl,17.5
1671138312-4250,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-prunotto/p/1013138007,Barolo DOCG Prunotto,2018,2023-2028,Italien,Piemont,Prunotto,Nebbiolo,13.50%,75cl,39.5
1671138315-4251,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-palladino/p/1001503017,Barolo DOCG Palladino,2018,2023-2026,Italien,Piemont,Nebbiolo,null,14.50%,37.5cl,9.95
1671138318-4252,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-nebbiolo-cannubi-borgogno/p/1016963001,Barolo DOCG Nebbiolo Cannubi Borgogno,2013,2022-2025,Italien,Piemont,Borgogno,Nebbiolo,14.50%,75cl,105
1671138320-4253,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-mirafiore-lazzarito/p/1016965001,Barolo DOCG Mirafiore Lazzarito,2013,2022-2024,Italien,Piemont,Casa E. di Mirafiore,Nebbiolo,14.00%,75cl,85
1671138322-4254,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-mirafiore/p/1016958001,Barolo DOCG Mirafiore,2014,2022-2024,Italien,Piemont,Casa E. di Mirafiore,Nebbiolo,13.50%,75cl,55
1671138325-4255,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-fontanafredda-riserva/p/1016962001,Barolo DOCG Fontanafredda Riserva,2011,2022-2029,Italien,Piemont,Borgogno,Nebbiolo,15.00%,75cl,115
1671138327-4256,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-docg-albarello/p/1018194001,Barolo DOCG Albarello,2018,2020-2026,Italien,Piemont,Coop,Nebbiolo,13.00%,75cl,11.7
1671138330-4257,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barolo-del-comune-die-monforte-d-alba-docg-fonatafredda/p/1016959001,Barolo del Comune die Monforte d'Alba DOCG Fonatafredda,2013,2022-2024,Italien,Piemont,Fontanafredda,Nebbiolo,14.00%,75cl,39.9
1671138332-4258,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barocco-reale-primitivo-vecchia-torre/p/1012540006,Barocco Reale Primitivo Vecchia Torre,2016,2023-2024,Italien,Apulien,-,Primitivo,14.50%,75cl,17.5
1671138334-4259,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barocco-reale-primitivo-vecchia-torre/p/1014924004,Barocco Reale Primitivo Vecchia Torre,2016,2023-2023,Italien,Apulien,-,Primitivo,14.50%,37.5cl,9.5
1671138338-4260,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/bardolino-classico-zeni-doc/p/1000056018,Bardolino classico Zeni DOC,2021,2020-2027,Italien,Venetien,Cantina Zeni,Molinara,12.00%,75cl,3.95
1671138340-4261,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/bardolino-classico-doc-frescaripa-masi/p/1018167001,Bardolino Classico DOC Frescaripa Masi,2021,2021-2023,Italien,Venetien,"Molinara, 
                                Corvina, 
                                Rondinella",null,12.00%,75cl,12
1671138343-4262,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-monferrato-la-monferrina-araldica-doc/p/1001658015,Barbera Monferrato La Monferrina Araldica DOC,2019,null,Italien,Piemont,Barbera,null,13.00%,75cl,6.95
1671138345-4263,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-monferrato-la-monferrina-araldica-doc/p/1001658017,Barbera Monferrato La Monferrina Araldica DOC,2021,null,Italien,Piemont,Barbera,null,13.00%,75cl,6.95
1671138348-4264,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/italien/barbera-igt-pavia-la-reggia/p/4040316,Barbera IGT Pavia La Reggia,null,null,Italien,Piemont,Barbera,null,12.50%,100cl,3.5
1671138350-4265,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-d-asti-superiore-docg-barbera-la-vigna-vecchia-cossetti/p/1018611001,Barbera d'Asti Superiore DOCG Barbera La Vigna Vecchia Cossetti,2019,2022-2027,Italien,Piemont,Cossetti,Barbera,14.00%,75cl,15.5
1671138352-4266,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-d-asti-docg-superiore-rubigo/p/1018579001,Barbera d'Asti DOCG Superiore Rubigo,2016,2022-2029,Italien,Piemont,Baldi di Burio,Barbera,15.00%,75cl,13.5
1671138355-4267,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-d-asti-docg-gelsomora-cossetti/p/1018612001,Barbera d'Asti DOCG Gelsomora Cossetti,2020,2022-2025,Italien,Piemont,Cossetti,Barbera,14.50%,75cl,14.5
1671138357-4268,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-d-asti-docg-fontana-la-spinetta/p/1012637009,Barbera d'Asti DOCG Fontana La Spinetta,2019,2024-2025,Italien,Piemont,La Spinetta,Barbera,14.00%,75cl,16.5
1671138360-4269,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-d-alba-doc-superiore-tenuta-cappallotto/p/1000049017,Barbera d'Alba DOC Superiore Tenuta Cappallotto,2020,2023-2026,Italien,Piemont,Tenuta Cappallotto,Barbera,13.00%,75cl,12.5
1671138363-4270,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-d-alba-doc-superiore-tenuta-cappallotto/p/1000049016,Barbera d'Alba DOC Superiore Tenuta Cappallotto,2019,2022-2025,Italien,Piemont,Tenuta Cappallotto,Barbera,13.00%,75cl,12.5
1671138366-4271,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-d-alba-doc-superiore-sucule-lo-zoccolaio/p/1016698001,Barbera d'Alba DOC Superiore Suculé Lo Zoccolaio,2018,2022-2027,Italien,Piemont,Fratelli Martini,Barbera,14.00%,75cl,14.95
1671138369-4272,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbera-borgovecchio/p/1015342004,Barbera Borgovecchio,2021,null,Italien,Piemont,Barbera,null,12.50%,75cl,5.75
1671138371-4273,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbaresco-docg-roca-de-la-selva-fontanafredda/p/1016914001,Barbaresco DOCG Roca de la Selva Fontanafredda,2016,2022-2023,Italien,Piemont,Fontanafredda,Nebbiolo,13.50%,75cl,39.9
1671138374-4274,rot,https://www.coop.ch/de//barbaresco-docg-piazzo/p/1000044017,Barbaresco DOCG Piazzo,2018,2023-2031,Italien,Piemont,Azienda Vitivinicola Piazzo,null,13.50%,75cl,7.45
1671138377-4275,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/barbaresco-docg-borgo-reale/p/1017794001,Barbaresco DOCG Borgo Reale,2019,2022-2028,Italien,Piemont,Nebbiolo,null,14.00%,75cl,19.5
1671138379-4276,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/balearen-do-gran-vern-bodegas-biniagual/p/1018009001,Balearen DO Gran Verán Bodegas Biniagual,2018,2022-2028,Spanien,null,Finca Biniagual,Syrah,14.00%,75cl,48
1671138382-4277,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/balearen-do-finca-biniagual-negre-bodegas-biniagual/p/1017980001,Balearen DO Finca Biniagual Negre Bodegas Biniagual,2018,2022-2028,Spanien,null,Finca Biniagual,Cabernet Sauvignon,14.00%,75cl,18.5
1671138384-4278,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/balearen-do-cuvee-an2-anima-negra/p/1018014001,Balearen DO Cuvée AN/2 Anima Negra,2020,2022-2028,Spanien,null,Anima Negra,Syrah,13.50%,75cl,26.5
1671138387-4279,rot,https://www.coop.ch/de/weine/wein-sortiment/bagnoli-doc-friularo-ambasciatore/p/6784033,Bagnoli DOC Friularo Ambasciatore,null,null,Italien,Venetien,null,Merlot,14.50%,150cl,39.95
1671138390-4280,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/bagnoli-doc-friularo-ambasciatore/p/1002013015,Bagnoli DOC Friularo Ambasciatore,2016,2023-2024,Italien,Venetien,Bagnoli,null,14.50%,75cl,19.95
1671138392-4281,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/baden-spaetburgunder-alte-reben-weingut-michel/p/1010020012,Baden Spätburgunder Alte Reben Weingut Michel,2020,2023-2024,Deutschland,Baden,Weinhaus Michel,Pinot Noir,13.50%,75cl,14.95
1671138395-4282,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/baden-qba-kaiserstuhl-spaetlese-pinot-noir/p/1009018012,Baden QbA Kaiserstuhl Spätlese Pinot Noir,2020,2023-2027,Deutschland,null,Pinot Noir,null,13.50%,75cl,9.95
1671138397-4283,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/baden-qba-kaiserstuhl-spaetburgunder-alte-reben-weingut-michel/p/1010020011,Baden QbA Kaiserstuhl Spätburgunder Alte Reben Weingut Michel,2019,2022-2023,Deutschland,Baden,Weinhaus Michel,Pinot Noir,13.50%,75cl,14.95
1671138400-4284,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/baboso-negro-borja-perez-ignios-orgenes/p/1016923001,Baboso Negro Borja Pérez Ignios Orígenes,2018,2022-2026,Spanien,null,Borja Pérez Ignios Orígenes,null,14.50%,75cl,52
1671138402-4285,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/auenstein-aoc-cuvee-cabernet-gislifluewii/p/1016082002,Auenstein AOC Cuvée Cabernet Gislifluewii,2019,2022-2024,Schweiz,Basel/Aargau,"Cabernet Sauvignon, 
                                Pinot Noir",null,13.50%,75cl,14.5
1671138405-4286,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/apulien-igp-vespa-nero-di-troia-helena/p/1017198001,Apulien IGP Vespa Nero di Troia Helena,2015,2022-2025,Italien,Apulien,Vespa,null,13.50%,75cl,85
1671138408-4287,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/apulien-edizione-cinque-autoctoni-farnese-mit-accessoires/p/7020048,Apulien Edizione Cinque Autoctoni Farnese mit Accessoires,null,null,Italien,Apulien,null,Malvasia,14.50%,150cl,69
1671138410-4288,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/apulien-dop-masca-del-tacco-primitivo-manduria-riserva-piano-chiuso/p/1017199002,Apulien DOP Masca del Tacco Primitivo Manduria Riserva Piano Chiuso,2016,2022-2024,Italien,Apulien,Masca del Tacco,Primitivo,16 - 18C,75cl,49
1671138412-4289,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/apulien-castel-del-monte-doc-rupicolo-rivera/p/1018199001,Apulien Castel del Monte DOC Rupìcolo Rivera,2019,2019-2025,Italien,Apulien,"Cabernet Sauvignon, 
                                Montepulciano, Uva di Troia",null,13.00%,75cl,9.9
1671138414-4290,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/apulien-castel-del-monte-doc-riserva-cappellaccio-rivera/p/1018200001,Apulien Castel del Monte doc Riserva Cappellaccio Rivera,2015,2015-2022,Italien,Apulien,Aglianico,null,13.50%,75cl,16
