typ,wein_name,land,region,produzent,rebsorte,alkohol,inhalt_cl,anzahl_fl,jahrgang,prime_start,prime_end,preis_chf,preis_cl
weiss,Yellow Tail Chardonnay Casella Family,Australien,,Casella Family Brands,Chardonnay,12.5,75.0,1,2021,2023,2026,3.95,0.05
weiss,Wettinger Aargau AOC Rivaner,Schweiz,Basel/Aargau,Weinbaugenossenschaft Wettingen,Riesling x Silvaner,13.5,75.0,1,2020,2022,2026,19.5,0.26
weiss,Wettinger Aargau AOC Rivaner,Schweiz,Basel/Aargau,Weinbaugenossenschaft Wettingen,Riesling x Silvaner,13.0,75.0,1,2021,2023,2024,9.95,0.13
weiss,Welschriesling Weingut Kracher,Österreich,,Weingut Kracher,Welschriesling,13.5,75.0,1,2012,2022,2025,29.5,0.39
weiss,Weisser Burgunder trocken Weingut Katrin Wind Pfalz,Pfalz,,Apéritif oder als Begleiter zu leichten Fischgerichten,,14.5,75.0,1,2016,2022,2025,13.95,0.19
weiss,Weissburgunder vom Landschneckenkalk Pfalz Katrin Wind,Pfalz,Pinot Blanc,vorzüglich zu weissem Fleisch,,14.5,75.0,1,2020,2022,2025,22.5,0.3
weiss,Weissburgunder Haus und Hof Hannes Reeh,Österreich,Burgenland,Hannes Reeh,Pinot Blanc,14.5,75.0,1,2021,2023,2026,24.5,0.33
weiss,Weiss Birne & Apfel Gartenglück,Deutschland,,,,14.5,75.0,1,2020,2022,2025,16.4,0.22
weiss,Weinviertel DAC Grüner Veltliner Hund Pfaffl,Österreich,,Weingut Pfaffl,,14.0,75.0,1,2016,2022,2025,19.95,0.27
weiss,Weinviertel DAC Grüner Veltliner Edition Peter Keller Black Edition Weingut Ebner-Ebenauer,Österreich,,,,12.5,75.0,1,2018,2022,2025,22.5,0.3
weiss,Weinviertel DAC Grüner Veltliner Edition Peter Keller Black Edition Weingut Ebner-Ebenauer,Österreich,,,,12.5,75.0,1,2017,2022,2025,22.5,0.3
weiss,Weininger Riesling-Sylvaner AOC,Schweiz,Ostschweiz,,Riesling x Silvaner,14.0,150.0,1,2019,2023,2025,33.0,0.22
champagner,Champagne AOC R de Ruinart brut,Frankreich,Champagne,,Chardonnay,16.0,75.0,1,2018,2022,2023,19.95,0.27
champagner,Champagne AOC Prestige Diebolt-Vallois,Frankreich,Champagne,,Chardonnay,14.0,75.0,1,2016,2022,2024,12.95,0.17
champagner,Champagne AOC Pommery Brut Royal Silver,Frankreich,Champagne,,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",12.5,75.0,1,2020,2023,2024,3.75,0.05
champagner,Champagne AOC Pommery Brut Royal,Frankreich,Champagne,,"Chardonnay, 
                                Pinot Meunier",14.0,75.0,1,2021,2022,2026,17.5,0.23
champagner,Champagne AOC Pommery Brut Royal,,Champagne,,Chardonnay,15.5,75.0,1,2019,2024,2028,32.95,0.44
champagner,Champagne AOC Nicolas Henri Brut,Frankreich,Champagne,,Chardonnay,15.5,75.0,1,2018,2023,2027,32.95,0.44
champagner,Champagne AOC Nectar Impérial Moët & Chandon,Frankreich,Champagne,,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",14.5,75.0,1,2018,2019,2025,21.5,0.29
champagner,Champagne AOC Mumm Grand Cordon brut Etui,Frankreich,Champagne,,Chardonnay,15.5,75.0,1,2016,2019,2024,48.5,0.65
champagner,Champagne AOC Mumm Grand Cordon Brut,Frankreich,Champagne,,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",15.0,75.0,1,2019,2023,2026,24.95,0.33
champagner,Champagne AOC Moët & Chandon extra brut Grand Vintage,Frankreich,Champagne,Moët & Chandon,Chardonnay,15.0,75.0,1,2019,2023,2026,24.95,0.33
champagner,Champagne AOC millésime Cuvée Spéciale Nicolas Feuillatte,Frankreich,Champagne,Nicolas Feuillatte,Chardonnay,15.0,37.5,1,2017,2023,2026,14.5,0.39
champagner,Champagne AOC Millésimé Champagner Cuvée Spéciale Nicolas Feuillatte Etui,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,16.0,75.0,1,2017,2023,2024,29.95,0.4
champagner,Champagne AOC Mesnillésime Guy Charlemagne,Frankreich,Champagne,Chardonnay,,16.0,75.0,1,2016,2022,2023,29.95,0.4
champagner,Champagne AOC La Vigne aux Gamins Grand Cru Thienot,Frankreich,Champagne,Chardonnay,,15.0,75.0,1,2019,2022,2029,28.5,0.38
champagner,Champagne AOC Laurent-Perrier Rosé brut,Frankreich,Champagne,Wine Spectator: 92,,16.5,75.0,1,2013,2022,2030,53.0,0.71
champagner,Champagne AOC La Grande Dame 2008 Veuve Clicquot,Frankreich,Champagne,Veuve Clicquot,Chardonnay,15.0,75.0,1,2017,2023,2029,36.95,0.49
champagner,Champagne AOC Ice Impérial Rosé Moët & Chandon,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,16.0,75.0,1,2015,2022,2025,39.5,0.53
champagner,Champagne AOC Ice Impérial Moët & Chandon mit zwei Gläsern,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,16.0,75.0,1,2013,,,135.0,1.8
champagner,Champagne AOC Ice Impérial Moët & Chandon,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,15.0,150.0,1,2018,2022,2025,47.5,0.32
champagner,Champagne AOC Ice Charles Bertin,Frankreich,Champagne,Chardonnay,,15.0,150.0,1,2019,2023,2026,47.5,0.32
champagner,Champagne AOC Grand Vintage Brut Charles Bertin,Frankreich,Champagne,Charles Bertin,Chardonnay,16.0,75.0,1,2012,2023,2035,129.0,1.72
champagner,Champagne AOC Grand Siècle Laurent-Perrier,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir",,15.5,75.0,1,2013,2021,2022,49.95,0.67
champagner,Champagne AOC Grand Cru Rosé Billiot,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir",,15.0,75.0,1,2019,2022,2026,14.6,0.19
champagner,Champagne AOC Grand Cru Ora Alba Vignier,Frankreich,Champagne,Chardonnay,,14.0,75.0,1,2017,2022,2023,19.95,0.27
champagner,Champagne AOC Grand Cru Longues Verges blanc de blancs,Frankreich,Champagne,J. Vignier,Chardonnay,14.5,75.0,1,2021,2020,2023,16.5,0.22
champagner,Champagne AOC Grand Cru Cuvée Laetitia Billiot,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir",,14.5,75.0,1,2019,2022,2024,16.5,0.22
champagner,Champagne AOC Grand Cru Cuvée Essence Billiot,Frankreich,Champagne,H. Billiot et Fils,Pinot Noir,12.5,100.0,1,,,,2.95,0.03
champagner,Champagne AOC Grand Cru Clos Cazals,Frankreich,Champagne,Champagne Cazals,Chardonnay,13.5,75.0,1,2018,2022,2028,32.5,0.43
champagner,Champagne AOC Grand Cru Camille Blanc de Blancs à Avize,Frankreich,Champagne,Chardonnay,,14.0,75.0,1,2020,2024,2034,145.5,1.94
champagner,Champagne AOC Grand brut Perrier-Jouet,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,14.0,75.0,1,2019,2022,2033,14.95,0.2
champagner,Champagne AOC Fleur de Passion Grand Cru Diebolt-Vallois,Frankreich,Champagne,Diebolt-Vallois,Chardonnay,14.5,75.0,1,2018,2022,2030,33.0,0.44
champagner,Champagne AOC Extra brut Grand Cru Arnould Michel,Frankreich,Champagne,Pinot Noir,,13.0,75.0,1,2020,2022,2025,19.95,0.27
champagner,Champagne AOC Dom Pérignon Vintage,Frankreich,Champagne,Moët & Chandon,Pinot Noir,13.0,75.0,1,2019,2021,2024,19.95,0.27
champagner,Champagne AOC Diebolt-Vallois brut,Frankreich,Champagne,Chardonnay,,14.0,75.0,1,2018,2019,2024,24.5,0.33
champagner,Champagne AOC Deux Terres blanc de blancs,Frankreich,Champagne,J. Vignier,Chardonnay,14.5,75.0,1,2019,,,24.95,0.33
champagner,Champagne AOC Cuvée Réservée brut Charles Bertin,Frankreich,Champagne,"Apéro, Alpkäse, Fisch, Geflügel",,14.0,75.0,1,2018,2022,2025,14.95,0.2
champagner,Champagne AOC Cuvée Coulmets Guy Charlemagne,Frankreich,Champagne,Chardonnay,,14.5,75.0,1,2018,2022,2030,21.5,0.29
champagner,Champagne AOC Comtes de Champagne millésime Taittinger,Frankreich,Champagne,Taittinger,Chardonnay,13.0,75.0,1,2020,2022,2024,16.95,0.23
champagner,Champagne AOC Clos des Goisses Grand Cru Extra brut Philiponnat MAGNUM,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir",,13.0,75.0,1,2020,2023,2024,13.5,0.18
champagner,Champagne AOC Clos des Goisses Grand Cru Extra brut Philiponnat,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir",,14.0,75.0,1,2019,2022,2026,17.95,0.24
champagner,Champagne AOC Charles Bertin Rosé brut,Frankreich,Champagne,"Vorspeisen, leichte Mahlzeiten",,14.0,75.0,1,2012,2022,2027,27.5,0.37
champagner,Champagne AOC Charles Bertin Rosé brut,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.5,75.0,1,2018,2022,2027,18.5,0.25
champagner,"Champagne AOC Charles Bertin, brut",Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.0,75.0,1,2020,2022,2023,12.5,0.17
champagner,Champagne AOC Canard-Duchêne Incontournable Réserve Brut,Frankreich,Champagne,"Aperitif, Vorspeisen",,14.0,75.0,1,2019,2023,2026,19.5,0.26
champagner,Champagne AOC Canard-Duchêne Cuvée incontournable Rosé,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,14.0,75.0,1,2019,2022,2025,13.5,0.18
champagner,Champagne AOC brut Premier Louis Roederer,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,13.5,75.0,1,2019,2019,2024,14.5,0.19
champagner,Champagne AOC brut nature Guy Charlemagne,Frankreich,Champagne,Antonio Galloni: 90,,14.2,75.0,1,2019,2022,2023,13.5,0.18
champagner,Champagne AOC Brut Impérial Moët & Chandon Metal Box,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,14.5,75.0,1,2020,2022,2025,15.95,0.21
champagner,Champagne AOC Brut Impérial Moët & Chandon Etui,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.0,75.0,1,2019,2022,2025,16.5,0.22
champagner,Champagne AOC Brut Impérial Moët & Chandon,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.0,75.0,1,2020,2024,2027,16.95,0.23
champagner,Champagne AOC Brut Impérial Moët & Chandon,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.0,75.0,1,2018,2022,2025,16.95,0.23
champagner,Champagne AOC Brut Impérial Moët & Chandon,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.0,50.0,1,2020,2023,2024,13.5,0.27
champagner,Champagne AOC Brut Impérial Moët & Chandon,Frankreich,Champagne,"Apéro zu Zweit, Vorspeisen",,13.5,75.0,1,2020,2022,2025,15.0,0.2
champagner,Champagne AOC Brut Grande Cuvée 1er Cru Arlaux,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir",,13.0,75.0,1,2020,2022,2025,9.95,0.13
champagner,Champagne AOC Billiot Réserve grand cru,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir",,13.0,75.0,1,2020,,,18.95,0.25
champagner,Champagne AOC Annonciade Grand Cru Paul Bara,Frankreich,Champagne,Paul Bara,Pinot Noir,14.0,75.0,1,2020,2022,2028,13.95,0.19
champagner,Champagne AOC 1er Cru Brut Charles Bertin,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.0,75.0,1,,2022,2025,13.95,0.19
champagner,Champagne 1er Cru AOC Cuvée Fleuron Brut Pierre Gimmonet&Fils,Frankreich,Champagne,Pierre Gimonnet et Fils,Chardonnay,13.5,75.0,1,2020,2022,2025,14.5,0.19
champagner,Champagne 1er Cru AOC Cuvée Fleuron Brut Pierre Gimmonet&Fils,Frankreich,Champagne,Pierre Gimonnet et Fils,Chardonnay,13.5,75.0,1,2020,2022,2024,9.95,0.13
champagner,Alfred Rothschild Champagne brut,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.5,75.0,1,2021,2023,2026,9.5,0.13
champagner,Vin Mousseux Blanc de Blancs Brut Dargent,Frankreich,,Chardonnay,,13.0,70.0,1,2021,2023,2024,11.5,0.16
champagner,Valais AOC Chardonnay Réserve Brut Jacques Germanier,Schweiz,Wallis,,,13.0,70.0,1,2019,2022,2025,11.5,0.16
champagner,Taittinger Champagne Réserve brut AOC,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,14.3,75.0,1,2018,2023,2025,22.0,0.29
champagner,Prix Garantie Champagne Veuve Marjolaine,Frankreich,Champagne,"Apérohäppchen, Sushi, leichten asiatischen Gerichte",,13.5,70.0,1,2020,2023,2025,15.5,0.22
champagner,Pommery Brut Champagne Cuvée Louise Etui,Frankreich,Champagne,Pommery,Chardonnay,13.5,75.0,1,,2022,2025,12.95,0.17
champagner,"Nicolas Feuillatte Champagne, brut",Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,13.8,70.0,1,2019,,,18.95,0.27
champagner,Les Premiers Brut Geldermann,Deutschland,,"Chardonnay, 
                                Pinot Noir",,12.8,75.0,1,2021,2022,2025,13.95,0.19
champagner,Laurent-Perrier Champagne brut Etui,Frankreich,Champagne,"Festlichem Apéro, Vorspeisen",,12.8,75.0,1,2018,2022,2023,13.95,0.19
champagner,Laurent-Perrier Champagne brut,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,12.8,75.0,1,2020,2023,2024,14.5,0.19
champagner,Laurent-Perrier Champagne brut,Frankreich,Champagne,,,13.0,75.0,1,2019,2023,2024,14.5,0.19
champagner,Crémant de Loire AOC Chenin Blanc Château de Mauny,Frankreich,Loire,Chenin Blanc,,14.0,75.0,1,2016,2022,2026,99.0,1.32
champagner,Coop Fine Food Champagne AOC Blanc de Noirs Boizel,Frankreich,Champagne,"Apéro, geschmortem Geflügel, Fischgerichten mit Sauce",,12.0,37.5,1,2018,,,6.95,0.19
champagner,Charles Bertin Champagne demi-sec,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,14.0,75.0,1,2016,2022,2025,24.95,0.33
champagner,Charles Bertin Champagne demi-sec,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,14.0,75.0,1,2017,2022,2024,29.95,0.4
champagner,Charles Bertin Champagne brut,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,14.0,75.0,1,2018,2023,2028,13.95,0.19
champagner,Charles Bertin Champagne brut,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.5,75.0,1,2018,2024,2029,42.5,0.57
champagner,Charles Bertin Champagne brut,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.5,75.0,1,2017,2023,2028,42.5,0.57
champagner,Chandon Garden Spritz,Argentinien,Mendoza,,,14.0,75.0,1,2018,2023,2026,17.5,0.23
champagner,Champagne Tradition Premier Cru Brut Gaston Chiquet,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,13.5,75.0,1,2018,2023,2028,39.5,0.53
champagner,Champagne Legras Blanc de Blancs,Frankreich,Champagne,Chardonnay,,14.5,37.5,1,2018,2023,2026,9.95,0.27
champagner,Champagne Lanson AOC Chardonnay Le Clos Lanson Extra Brut,Frankreich,Champagne,Lanson,Chardonnay,14.5,75.0,1,2013,2022,2025,105.0,1.4
champagner,Champagne Lanson AOC Brut Limited Edition Lanson,Frankreich,Champagne,,,14.0,75.0,1,2013,2022,2024,85.0,1.13
champagner,Champagne Lanson AOC Black Label brut,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir",,13.5,75.0,1,2014,2022,2024,55.0,0.73
champagner,Champagne Gaston Chiquet Tradition Premier Cru,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,15.0,75.0,1,2011,2022,2029,115.0,1.53
champagner,Champagne AOC Veuve Clicquot Yellow Label Shopping Bag,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.0,75.0,1,2018,2020,2026,11.7,0.16
champagner,Champagne AOC Veuve Clicquot Yellow Label Magnum,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,14.0,75.0,1,2013,2022,2024,39.9,0.53
champagner,Champagne AOC Veuve Clicquot Yellow Label Etui,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,14.5,75.0,1,2016,2023,2024,17.5,0.23
champagner,Champagne AOC Veuve Clicquot Yellow Label,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,14.5,37.5,1,2016,2023,2023,9.5,0.25
champagner,Champagne AOC Veuve Clicquot Yellow Label,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,12.0,75.0,1,2021,2020,2027,3.95,0.05
champagner,Champagne AOC Veuve Clicquot Rosé brut Etui,Frankreich,Champagne,"Festlichem Apéro, Vorspeisen",,12.0,75.0,1,2021,2021,2023,12.0,0.16
champagner,Champagne AOC Veuve Clicquot Rosé brut,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.0,75.0,1,2019,,,6.95,0.09
champagner,Champagne AOC Veuve Clicquot brut Rosé Ice Jacket,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,13.0,75.0,1,2021,,,6.95,0.09
champagner,Champagne AOC Variance Bonnaire,Frankreich,Champagne,Chardonnay,,12.5,100.0,1,,,,3.5,0.04
champagner,Champagne AOC Special Cuvée Bollinger,Frankreich,Champagne,,,14.0,75.0,1,2019,2022,2027,15.5,0.21
champagner,Champagne AOC Silexus Sézannensis blanc de blancs,Frankreich,Champagne,J. Vignier,Chardonnay,15.0,75.0,1,2016,2022,2029,13.5,0.18
champagner,Champagne AOC Rosé brut Pommery Etui,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,14.5,75.0,1,2020,2022,2025,14.5,0.19
champagner,Champagne AOC Rosé Brut Impérial Moët & Chandon,Frankreich,Champagne,"Chardonnay, 
                                Pinot Meunier",,14.0,75.0,1,2019,2024,2025,16.5,0.22
champagner,Champagne AOC Rosé Brut Impérial Moët & Chandon,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir, 
                                Pinot Meunier",,13.0,75.0,1,2020,2023,2026,12.5,0.17
champagner,Champagne AOC Rosé Brut Alfred Rothschild,Frankreich,Champagne,,,13.0,75.0,1,2019,2022,2025,12.5,0.17
champagner,Champagne AOC Réserve brut Grand Cru Arnould Michel,Frankreich,Champagne,"Chardonnay, 
                                Pinot Noir",,14.0,75.0,1,2018,2022,2027,14.95,0.2
dessert,Vin de Constance Natural Sweet Wine Klein Konstantia,Südafrika,,"Antonio Galloni: 97 
 James Suckling: 97",,16.0,75.0,1,2018,2022,2023,19.95,0.27
dessert,Valais AOC Dessert Hurlevent,Schweiz,Wallis,Les Fils de Charles Favre,Pinot Gris,14.0,75.0,1,2016,2022,2024,12.95,0.17
dessert,Trento Sauvignon Blanc San Vigilio Moscato Dolce Cavit,Italien,Südtirol/Trentin/Friaul,"Muscat, 
                                Sauvignon Blanc",,12.5,75.0,1,2020,2023,2024,3.75,0.05
dessert,Serapias Passito di Pantelleria DOC,Italien,Sizilien,Mandrarossa,Muscat,14.0,75.0,1,2021,2022,2026,17.5,0.23
dessert,Sauternes Chateau Doisy-Védrines,Frankreich,,"Muscat, 
                                Sauvignon Blanc, 
                                Sémillon",,15.5,75.0,1,2019,2024,2028,32.95,0.44
dessert,Rheingau Riesling Auslese QbA Eva Fricke,Deutschland,Rheingau,Eva Fricke,Riesling,15.5,75.0,1,2018,2023,2027,32.95,0.44
dessert,Refrontolo Passito Colli Conegliano DOCG,Italien,Venetien,De Stefani,Marzemino,14.5,75.0,1,2018,2019,2025,21.5,0.29
dessert,Recioto della Valpolicella Classico DOC Fratelli Zeni,Italien,Venetien,"Molinara, 
                                Corvina, 
                                Rondinella",,15.5,75.0,1,2016,2019,2024,48.5,0.65
dessert,Quintessenz Moscato giallo passito Alto Adige DOC,Italien,Südtirol/Trentin/Friaul,Kellerei Kaltern - Caldaro,Muscat,15.0,75.0,1,2019,2023,2026,24.95,0.33
dessert,Picolit DOCG Colli Orientali Friuli,Italien,Südtirol/Trentin/Friaul,Adriano Gigante,,15.0,75.0,1,2019,2023,2026,24.95,0.33
dessert,Passito Palazzina Moscato Araldica DOC,Italien,Piemont,Araldica,Muscat,15.0,37.5,1,2017,2023,2026,14.5,0.39
dessert,Österreich Cuvée TBA No.12 Nouvelle Vague Weingut Kracher,Österreich,,Weingut Kracher,Chardonnay,16.0,75.0,1,2017,2023,2024,29.95,0.4
dessert,Gran Feudo Blanco Dulce de Moscatel Navarra DO,Spanien,Navarra,Bodegas Chivite,Muscadelle,16.0,75.0,1,2016,2022,2023,29.95,0.4
dessert,Eiswein Richter,Deutschland,,Weingut Max Ferdinand Richter,Riesling,15.0,75.0,1,2019,2022,2029,28.5,0.38
dessert,Eiswein Richter,Deutschland,,Weingut Max Ferdinand Richter,Riesling,16.5,75.0,1,2013,2022,2030,53.0,0.71
dessert,Cuvée Beerenauslese Weingut Kracher,Österreich,,Weingut Kracher,Chardonnay,15.0,75.0,1,2017,2023,2029,36.95,0.49
dessert,Clos Haut-Peyraguey 1er Grand Cru Classé Sauternes AOC,Frankreich,,Château Clos Haut-Peyraguey,Sauvignon Blanc,16.0,75.0,1,2015,2022,2025,39.5,0.53
dessert,Château Rayne-Vigneau 1er Cru Classé Sauternes AOC,Frankreich,,Château Rayne-Vigneau,Sauvignon Blanc,16.0,75.0,1,2013,,,135.0,1.8
dessert,Château d'Yquem 1er Cru Classé Supérieur Sauternes AOC,Frankreich,,"Sauvignon Blanc, 
                                Sémillon",,15.0,150.0,1,2018,2022,2025,47.5,0.32
dessert,Bordeaux - Sauternes AOC Clos Haut Peyraguey,Frankreich,,"Sauvignon Blanc, 
                                Sémillon",,15.0,150.0,1,2019,2023,2026,47.5,0.32
dessert,Bordeaux - Sauternes AOC Clos Haut Peyraguey,Frankreich,,"Sauvignon Blanc, 
                                Sémillon",,16.0,75.0,1,2012,2023,2035,129.0,1.72
dessert,Bombo Moscato d'Asti DOCG BIO,Italien,Piemont,Baldi,Barbera,15.5,75.0,1,2013,2021,2022,49.95,0.67
dessert,Birbet Brachetto mosto parzialmente fermentato,Italien,Piemont,Angelo Negro,Brachetto,15.0,75.0,1,2019,2022,2026,14.6,0.19
dessert,Beerenauslese Nachtgold P. Mertes,Deutschland,,Assemblage de cépages,,14.0,75.0,1,2017,2022,2023,19.95,0.27
dessert,Beerenauslese Nachtgold P. Mertes,Deutschland,,Assemblage de cépages,,14.5,75.0,1,2021,2020,2023,16.5,0.22
dessert,Baccadoro Passito Terre Siciliane IGT,Italien,Sizilien,"Grillo, 
                                Muscat",,14.5,75.0,1,2019,2022,2024,16.5,0.22
dessert,Valais AOC Amigne Mitis Grain Noble Vétroz Jean-René Germanier,Schweiz,Wallis,Jean-René Germanier,,12.5,100.0,1,,,,2.95,0.03
dessert,Château Suduiraut 1er Cru Classé Sauternes AOC,Frankreich,,Château Suduiraut,Sauvignon Blanc,13.5,75.0,1,2018,2022,2028,32.5,0.43
dessert,Recioto di Soave Rocca Alata DOCG,Italien,Venetien,Cantina di Soave,Garganega,14.0,75.0,1,2020,2024,2034,145.5,1.94
dessert,Tokaji Aszú 5 Puttonyos Hétszolo,Ungarn,,"Hárslevelú, 
                                Furmint",,14.0,75.0,1,2019,2022,2033,14.95,0.2
dessert,Piemonte DOCG Moscato d'Asti Vendemmia Tardiva Palazzina,Italien,Piemont,Araldica,Muscat,14.5,75.0,1,2018,2022,2030,33.0,0.44
dessert,Château de Cosse AC Sauternes Barons Rothschild,Frankreich,,Domaines Barons de Rothschild,Sauvignon Blanc,13.0,75.0,1,2020,2022,2025,19.95,0.27
dessert,Tokaji Aszú 5 Puttonyos Disznókö,Ungarn,,Disznókö,Furmint,13.0,75.0,1,2019,2021,2024,19.95,0.27
dessert,Recioto della Valpolicella Classico DOC Fratelli Zeni,Italien,Venetien,"Molinara, 
                                Corvina, 
                                Rondinella",,14.0,75.0,1,2018,2019,2024,24.5,0.33
dessert,Vin Santo di Montepulciano Tenuta Trerose,Italien,Toskana,Cantina Tre Rose,Malvasia,14.5,75.0,1,2019,,,24.95,0.33
dessert,Valais AOC Amigne Mitis Grain Noble Vétroz Jean-René Germanier,Schweiz,Wallis,Jean-René Germanier,,14.0,75.0,1,2018,2022,2025,14.95,0.2
dessert,Le Petit Vari Monbazillac AOC,Frankreich,,Sémillon,,14.5,75.0,1,2018,2022,2030,21.5,0.29
dessert,Samos PDO Muscat Kourtaki,Griechenland,,Muscat,,13.0,75.0,1,2020,2022,2024,16.95,0.23
dessert,Sauternes AOC Les Sables d'Or,Frankreich,,Coop,Muscadelle,13.0,75.0,1,2020,2023,2024,13.5,0.18
dessert,Muscat de Beaumes-de-Venise AOC Fenouillet,Frankreich,Côtes du Rhône,Diva Sud,Muscat,14.0,75.0,1,2019,2022,2026,17.95,0.24
dessert,Banyuls-Rimage AOP Les clos de Paulilles,Frankreich,Languedoc-Roussillon,A. Cazes,Grenache,14.0,75.0,1,2012,2022,2027,27.5,0.37
dessert,Passito di Pantelleria DOC Nes Duca di Castelmonte,Italien,Sizilien,Cantine Pellegrino,Muscat,13.5,75.0,1,2018,2022,2027,18.5,0.25
dessert,Sauternes AOC Les Sables d'Or,Frankreich,,Coop,Muscadelle,13.0,75.0,1,2020,2022,2023,12.5,0.17
dessert,Beerenauslese Terrassen Domäne Wachau,Österreich,,Domäne Wachau,Pinot Blanc,14.0,75.0,1,2019,2023,2026,19.5,0.26
rose,Languedoc Rosé Source of Joy Gerard Bertrand,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Syrah,16.0,75.0,1,2018,2022,2023,19.95,0.27
rose,Languedoc IGP L'Estil Sable de Camarague,Frankreich,Languedoc-Roussillon,diverse Sorten,,14.0,75.0,1,2016,2022,2024,12.95,0.17
rose,Languedoc Carbrières AOP Clos du Temple G. Bertrand,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Grenache,12.5,75.0,1,2020,2023,2024,3.75,0.05
rose,Languedoc AOP Mythique Rosé,Frankreich,Languedoc-Roussillon,"Grenache, 
                                Syrah, 
                                Carignan",,14.0,75.0,1,2021,2022,2026,17.5,0.23
rose,Languedoc AOP La Villa Château La Sauvageonne Gérard Bertrand,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Grenache,15.5,75.0,1,2019,2024,2028,32.95,0.44
rose,Languedoc AOP Art de Vivre Rosé G. Bertrand,Frankreich,Languedoc-Roussillon,Gérard Bertrand,Grenache,15.5,75.0,1,2018,2023,2027,32.95,0.44
rose,Lambrusco Emilia IGT Rosato Amabile Riunite,Italien,Emilia-Romagna,,,14.5,75.0,1,2018,2019,2025,21.5,0.29
rose,La Côte AOC Pinot Noir Oeil-de-Perdrix Grand Cru Château d'Allaman,Schweiz,Waadt,Château d'Allaman,Pinot Noir,15.5,75.0,1,2016,2019,2024,48.5,0.65
rose,J.P. Chenet Rosé Grenache-Cinsault Vin de Pays d'Oc,Frankreich,Languedoc-Roussillon,Grenache,,15.0,75.0,1,2019,2023,2026,24.95,0.33
rose,J.P. Chenet Rosé Grenache-Cinsault Vin de Pays d'Oc,Frankreich,Languedoc-Roussillon,Grenache,,15.0,75.0,1,2019,2023,2026,24.95,0.33
